temperature,humidity,rainfall,soil_moisture,solar_rad,crop_stage,water_mm_per_week
37.01,81.71,47.04,15.01,13.51,1,10.0
35.29,77.02,34.12,31.77,10.32,1,10.0
24.45,47.14,49.23,40.53,23.09,0,10.0
28.11,77.67,6.53,23.4,16.0,1,24.2
22.32,78.45,7.02,29.28,22.93,1,18.47
37.17,72.93,13.75,12.54,17.96,0,24.37
30.91,78.31,41.45,37.2,19.46,1,10.0
24.12,82.3,17.12,43.69,21.67,1,14.53
32.09,70.68,22.66,15.74,19.21,1,26.58
31.13,44.43,32.03,24.79,14.77,2,10.0
26.45,64.38,64.95,8.44,16.73,1,10.0
22.04,43.88,1.11,27.37,21.65,2,25.21
32.09,60.38,51.95,25.11,14.35,2,10.36
29.37,60.36,53.51,10.78,14.6,0,10.0
33.9,43.3,63.89,22.68,9.63,0,10.0
29.36,57.44,74.62,18.36,23.55,1,10.0
35.34,45.55,1.61,25.87,9.55,1,16.24
29.93,80.41,12.3,28.43,19.02,1,22.82
30.1,87.38,70.89,5.34,15.02,1,10.0
35.78,43.62,36.68,35.44,14.9,1,11.19
27.26,87.76,45.17,33.52,19.55,1,10.0
22.41,66.13,53.04,19.65,9.14,0,10.0
20.52,54.98,54.33,7.12,18.09,2,14.59
33.59,43.84,74.54,35.2,21.12,1,10.0
31.17,65.03,79.76,43.21,22.08,2,10.0
32.67,79.73,57.61,14.61,10.9,0,10.0
23.83,75.35,22.98,17.94,23.26,2,20.22
22.45,42.51,70.38,12.35,19.15,0,10.0
20.26,43.65,3.94,28.08,22.99,0,14.16
26.31,60.14,18.49,11.19,16.25,0,10.0
30.62,54.76,71.79,19.25,17.21,1,10.0
27.06,51.62,20.5,32.88,23.62,2,15.99
27.87,54.05,17.65,27.4,23.3,1,27.24
36.27,80.17,11.05,20.46,15.62,2,32.67
26.27,86.46,68.73,21.81,12.67,1,10.0
29.25,60.26,40.0,27.48,14.68,1,11.61
34.11,85.31,53.99,5.23,14.59,2,16.21
27.14,56.07,19.13,8.14,12.88,0,16.7
31.2,63.82,60.64,40.25,12.57,1,10.0
35.52,51.3,60.8,8.12,22.64,2,22.59
37.09,72.02,25.01,33.27,9.19,2,10.0
22.65,88.95,32.85,41.8,19.52,2,10.0
36.68,70.17,16.78,15.83,10.94,2,20.34
28.86,57.89,78.12,19.82,13.86,0,10.0
24.65,72.39,51.65,27.76,9.05,2,10.0
28.26,46.15,74.76,40.27,12.59,1,10.0
37.64,84.43,24.27,42.68,21.06,2,15.5
28.87,65.15,62.55,34.58,23.05,1,10.0
25.92,62.47,61.27,8.46,11.77,1,10.0
31.4,69.29,55.33,31.77,15.88,1,10.0
24.32,71.24,77.25,21.41,16.0,1,10.0
21.37,43.59,31.48,23.83,22.85,0,10.87
22.32,74.13,10.46,6.97,20.97,2,37.51
22.3,52.1,53.74,12.64,16.72,2,10.0
22.73,75.7,58.34,36.62,19.4,0,10.0
22.5,81.13,46.0,23.16,22.41,1,10.0
31.54,80.2,16.55,17.07,8.16,1,12.19
23.27,67.63,40.36,20.36,14.85,1,10.0
26.22,66.01,24.98,39.18,23.42,0,10.0
36.14,47.14,34.2,34.96,20.59,2,19.22
28.53,78.77,51.62,15.89,17.23,1,10.0
32.02,53.57,59.62,9.7,17.0,1,11.76
23.1,64.83,18.58,15.08,13.91,1,14.52
23.46,54.21,32.43,41.83,16.85,0,10.0
20.74,46.69,21.53,28.26,19.14,1,12.66
23.04,71.48,15.89,26.34,15.11,0,10.0
25.01,42.72,62.67,28.86,20.14,0,10.0
23.19,77.43,72.74,19.64,22.64,1,10.0
21.6,55.88,29.62,37.28,10.63,2,10.0
22.17,40.01,60.1,25.93,15.68,1,10.0
28.29,65.56,71.76,9.67,14.94,0,10.0
23.71,42.34,67.69,10.16,19.69,1,10.0
26.56,53.81,14.63,26.47,12.25,2,10.0
29.06,75.35,76.5,42.46,18.88,1,10.0
32.43,43.13,30.13,17.33,22.92,2,26.53
20.71,81.97,27.14,39.78,15.11,1,10.0
34.39,40.19,4.99,35.56,23.49,1,31.24
31.3,52.34,38.89,14.91,24.88,0,10.0
21.47,77.05,8.72,6.45,9.8,1,14.11
35.72,55.81,19.88,9.07,11.96,1,17.83
36.58,45.09,25.36,34.14,24.16,1,20.67
21.1,58.01,64.71,12.99,24.29,2,12.5
24.98,53.52,70.04,19.85,9.66,2,10.0
34.51,82.14,24.2,25.07,8.25,0,10.0
33.47,55.67,68.7,34.02,10.74,0,10.0
23.32,79.45,68.58,9.53,24.93,1,14.13
23.77,84.59,61.17,21.25,11.06,0,10.0
26.67,61.69,11.74,24.4,16.54,1,19.38
28.72,85.5,55.23,26.63,22.42,2,10.0
31.13,58.87,75.6,37.73,8.35,2,10.0
26.64,88.2,54.6,11.87,18.28,1,10.0
28.33,44.46,26.53,37.31,12.71,2,10.0
33.45,74.35,40.05,32.72,22.66,1,10.0
20.66,64.69,51.66,27.23,12.82,0,10.0
24.54,59.38,40.85,32.98,19.67,1,10.0
32.84,71.64,9.6,21.48,19.46,1,23.68
36.11,75.19,24.97,10.54,11.77,1,24.97
29.21,40.22,64.19,31.63,8.59,0,10.0
29.58,48.35,68.91,25.99,14.96,1,10.0
21.93,75.65,10.98,30.57,12.92,1,10.0
28.05,73.32,76.19,18.52,21.75,2,10.0
29.59,88.3,26.31,41.27,21.61,1,13.4
24.36,78.05,52.99,28.49,15.77,1,10.0
24.85,87.54,60.15,8.42,18.31,1,10.0
26.79,75.13,64.96,22.99,18.27,0,10.0
20.36,54.9,75.66,35.25,22.06,1,10.0
25.8,45.27,25.03,36.77,15.23,2,10.0
23.81,79.09,68.68,24.78,12.68,1,10.0
25.89,72.21,10.53,40.79,12.51,2,15.86
22.16,42.41,56.4,15.71,17.12,0,10.0
36.03,58.0,59.36,21.42,15.64,0,10.0
30.68,87.84,54.22,40.94,15.48,2,10.0
32.22,65.02,20.19,40.85,9.55,2,10.0
34.21,61.64,69.84,32.43,20.22,2,12.82
28.97,62.88,13.51,39.36,11.63,1,10.0
21.56,50.44,4.29,8.55,11.35,2,10.0
29.67,58.44,57.4,39.6,15.02,2,10.0
30.56,58.49,38.04,17.82,11.87,2,10.0
33.42,42.62,67.93,12.13,17.93,1,10.0
27.77,78.38,30.67,14.57,14.31,1,14.5
22.3,60.83,13.46,21.72,15.63,2,15.02
25.11,81.11,66.92,15.05,17.13,1,10.0
26.54,82.52,43.91,17.82,11.46,1,10.0
31.63,50.6,15.14,10.4,10.65,1,13.37
30.27,72.87,57.63,16.85,22.97,1,20.77
26.41,63.61,40.89,27.89,15.37,1,10.0
37.76,84.01,48.35,22.67,15.01,0,10.0
30.9,50.79,36.87,18.87,8.61,2,10.0
24.27,73.89,66.3,34.86,16.47,1,10.0
21.83,70.39,66.37,40.74,17.42,1,10.0
22.75,54.77,56.75,35.27,17.5,0,10.0
24.43,46.83,8.43,18.28,20.02,0,12.4
22.89,72.58,67.11,34.78,11.02,0,10.0
23.36,76.93,53.68,11.08,12.29,1,14.67
25.13,55.78,55.76,10.21,21.78,0,10.0
23.12,72.24,29.04,18.83,24.1,2,24.28
36.14,59.76,70.34,37.31,10.31,0,10.0
21.44,75.66,58.03,14.85,16.46,0,10.0
29.44,49.96,9.01,7.53,11.64,0,15.63
27.39,84.51,32.62,10.27,9.02,0,10.0
37.68,54.37,70.91,39.35,13.53,1,10.0
22.02,58.39,3.78,30.35,10.44,2,10.62
27.16,42.9,76.91,15.13,20.07,1,10.0
37.45,45.58,54.33,27.21,17.07,0,10.0
35.58,65.79,50.51,26.1,10.45,0,10.0
34.71,53.38,21.64,31.22,8.16,1,10.0
24.64,81.77,19.9,14.33,21.74,2,22.54
23.08,40.73,75.36,39.58,11.0,0,10.0
32.04,58.95,23.86,17.37,18.31,1,15.88
36.73,56.87,62.04,32.77,13.73,1,10.0
30.02,40.97,31.45,5.64,17.95,0,10.0
30.29,46.22,11.14,19.91,13.37,1,20.99
25.04,60.68,0.86,19.07,9.48,0,10.0
33.85,64.64,43.54,26.74,11.79,1,10.0
23.37,60.21,78.06,7.91,11.2,0,10.0
25.83,66.55,29.53,36.61,15.28,1,10.0
27.66,69.76,28.58,13.71,19.19,0,10.0
29.14,40.5,27.53,32.08,12.48,2,10.0
24.36,63.2,41.64,37.13,8.21,0,10.0
22.07,88.17,35.25,27.48,16.82,2,10.0
30.99,65.95,70.39,34.64,18.3,2,10.0
25.2,73.88,40.44,31.47,24.37,2,10.0
30.46,55.59,40.62,19.22,18.02,1,10.0
22.78,78.7,11.07,37.35,16.01,1,10.0
28.66,78.65,78.62,16.79,17.75,1,10.0
29.59,66.06,20.0,27.85,23.77,0,11.72
20.93,88.8,5.87,34.82,22.08,1,10.0
26.06,46.28,53.05,20.16,13.49,0,10.0
22.42,40.85,47.63,17.11,12.03,2,10.0
21.14,78.51,33.21,23.37,12.46,0,10.0
37.82,80.36,33.78,37.72,16.58,1,10.0
25.8,46.01,62.81,42.2,20.65,1,10.0
34.58,53.28,15.66,26.8,16.55,1,22.81
24.58,40.88,65.62,31.46,9.15,1,10.0
32.27,54.67,51.9,41.13,20.3,0,10.0
33.68,78.66,33.52,8.94,21.7,1,23.93
30.72,65.9,36.64,14.28,12.92,0,10.0
28.49,57.4,20.53,33.36,19.29,2,10.0
27.41,58.59,60.17,37.95,15.25,1,10.0
26.28,40.07,41.03,39.28,23.12,2,17.49
36.73,54.99,25.67,21.6,22.37,0,17.55
34.95,72.32,47.68,8.57,16.93,0,10.0
37.37,88.71,79.66,22.51,19.76,0,10.0
22.24,82.35,34.82,14.23,23.02,0,19.98
33.16,41.18,73.66,16.65,16.43,0,10.0
36.89,84.93,27.6,35.89,13.33,1,11.15
23.26,79.16,4.38,8.02,20.81,0,23.34
21.2,79.02,16.34,38.1,11.74,1,10.0
33.34,62.9,33.5,22.11,14.61,2,13.85
30.34,59.9,17.57,28.84,22.72,1,18.1
35.15,55.15,0.02,8.59,20.32,1,35.02
22.52,43.28,73.2,18.49,14.86,1,10.0
34.31,51.41,67.51,8.59,11.65,1,10.0
23.63,52.33,59.38,43.46,14.05,0,10.0
22.95,64.2,13.43,37.29,12.83,1,10.0
22.96,77.37,9.63,23.39,10.99,1,12.8
34.66,63.69,5.41,13.94,20.64,2,36.29
31.97,42.89,57.92,42.34,12.29,1,10.0
29.42,87.89,74.3,18.78,15.72,1,13.55
26.46,87.14,34.44,11.44,14.56,1,10.0
35.79,79.26,9.53,27.53,24.7,0,15.34
27.06,89.57,40.99,42.75,14.65,1,10.0
34.7,67.22,27.91,5.15,9.36,1,26.18
27.9,88.14,29.99,14.52,9.53,0,10.0
26.78,43.78,49.71,42.54,18.04,0,10.0
28.33,58.28,57.5,11.84,18.19,0,10.0
25.42,51.27,8.85,9.53,15.12,1,19.64
33.46,49.79,2.85,27.81,15.34,0,12.91
29.05,47.04,79.55,39.47,8.92,1,10.0
24.18,71.12,18.62,24.08,16.78,1,13.13
36.19,79.07,4.31,44.78,16.58,1,18.98
26.91,68.91,15.19,32.17,10.54,2,15.05
29.78,47.35,3.12,7.96,9.77,2,24.36
36.32,80.56,31.34,44.71,10.1,1,10.0
31.24,71.8,64.19,21.32,9.72,0,10.0
22.1,59.41,27.3,16.5,18.37,1,14.94
36.92,73.71,35.53,27.32,11.34,1,10.0
31.3,53.0,54.05,17.17,12.27,1,10.0
26.03,57.26,40.71,8.46,10.95,1,13.3
22.51,85.87,68.92,5.06,24.28,0,13.22
34.29,54.53,69.28,22.98,22.53,1,10.0
31.16,63.5,0.79,38.47,11.92,0,10.0
29.6,84.51,62.24,27.89,13.57,1,10.0
36.09,75.39,36.86,44.97,11.57,1,10.0
34.19,43.11,79.11,16.47,16.36,1,10.0
22.73,47.37,38.66,16.22,8.33,0,10.0
25.61,40.39,78.95,11.39,19.41,1,10.0
24.47,71.55,60.37,11.56,16.89,1,10.0
33.39,62.38,19.89,16.41,23.28,0,15.13
20.6,46.71,43.07,36.71,10.79,1,10.0
30.26,87.9,79.37,41.23,21.67,1,10.0
33.72,66.48,68.6,44.0,21.46,1,10.0
35.78,52.09,7.79,14.29,10.16,1,21.83
26.16,65.03,56.51,40.25,14.78,1,10.0
34.78,73.98,27.65,18.13,10.89,1,10.86
21.99,43.81,0.56,9.51,12.33,1,10.0
35.24,53.74,32.28,39.8,12.48,1,10.0
22.29,80.35,18.78,30.44,17.46,1,15.15
27.15,62.98,65.51,11.59,14.99,0,10.0
34.35,67.33,26.99,22.19,24.11,0,13.25
22.7,61.64,66.2,16.49,10.15,0,10.0
24.13,42.19,0.05,34.47,24.55,1,17.19
33.0,48.29,24.63,23.14,11.92,1,10.0
32.96,62.28,19.29,44.57,21.14,1,16.45
31.54,50.46,18.69,7.19,13.76,0,10.05
32.49,42.5,5.45,19.2,10.43,2,15.39
29.77,82.18,14.97,24.28,22.58,1,15.16
24.53,89.06,44.44,25.13,13.25,2,10.0
26.22,79.66,23.31,17.64,19.2,1,16.82
23.27,82.69,33.39,34.17,17.63,1,10.0
36.35,52.1,30.15,39.99,16.02,0,10.0
30.5,88.03,70.07,42.55,16.43,0,10.0
27.22,49.85,72.42,37.2,20.45,0,10.0
28.32,87.57,39.44,39.02,9.49,1,10.0
37.05,89.74,26.41,27.02,19.36,1,13.91
22.76,75.59,8.54,38.04,23.23,1,11.64
30.55,89.06,76.27,17.14,8.98,1,10.0
29.11,68.48,4.82,20.94,10.39,2,25.45
31.01,52.98,23.81,17.68,20.18,0,12.28
20.33,61.85,23.85,23.7,15.43,0,10.0
35.7,69.68,25.63,16.42,14.86,1,20.19
36.78,43.65,13.14,43.46,10.33,1,10.61
30.17,71.12,62.65,17.51,16.62,1,10.0
32.54,89.06,9.8,8.92,10.15,1,16.3
36.6,49.51,50.79,26.07,16.1,0,10.0
32.73,79.63,9.91,7.28,20.98,1,31.79
22.75,85.39,5.64,9.42,12.39,2,16.08
30.37,87.19,72.75,13.78,16.17,0,10.0
30.92,88.01,15.21,23.57,24.86,2,21.58
27.63,66.07,65.7,22.33,19.67,2,10.13
33.26,88.87,43.57,36.99,22.3,0,10.0
36.82,77.87,6.23,34.58,15.05,0,10.0
36.66,48.08,76.44,22.05,21.05,1,10.0
28.12,63.85,19.76,18.35,8.69,1,10.0
22.04,75.92,68.77,17.66,10.09,1,10.0
37.73,52.37,13.5,35.96,11.45,1,13.92
35.1,72.03,68.32,7.08,14.83,1,10.0
22.24,73.33,1.06,5.51,22.38,0,28.09
36.58,48.13,40.94,36.82,13.89,2,10.0
35.66,68.25,61.56,24.09,19.13,1,10.0
29.34,78.58,74.78,10.24,20.06,1,10.0
30.64,64.94,72.74,14.42,17.97,2,10.0
27.18,40.61,65.57,42.3,14.07,1,10.0
20.99,40.45,71.06,39.38,17.81,0,10.0
26.03,57.85,15.94,33.39,13.82,1,10.0
34.45,86.31,22.73,24.29,9.43,1,19.27
20.08,51.43,23.12,25.81,24.88,0,15.13
26.0,71.72,30.16,44.01,10.16,2,10.0
27.17,51.1,31.47,43.63,9.23,0,10.0
29.67,56.08,43.56,13.61,22.94,1,17.22
36.56,82.4,12.79,37.44,13.13,1,13.39
26.23,76.44,55.3,12.89,19.06,0,10.0
26.25,44.77,13.41,13.54,13.59,2,25.12
33.28,61.44,24.82,32.04,14.65,2,15.22
28.14,41.46,40.27,21.2,12.46,1,10.0
24.04,64.04,63.72,42.26,13.83,0,10.0
28.14,73.12,59.16,8.56,14.98,0,10.0
22.54,45.93,51.64,25.46,20.25,1,10.0
23.17,54.44,12.46,41.74,16.7,0,10.0
28.97,59.89,43.76,41.16,24.04,1,10.0
27.54,85.98,7.0,11.26,8.71,2,18.05
36.47,89.66,30.19,19.67,16.55,1,13.29
26.52,42.25,33.08,29.76,17.93,2,10.0
30.45,78.05,3.18,11.38,23.64,1,25.65
31.38,58.59,21.92,43.72,8.84,1,10.0
20.24,59.62,76.45,41.59,17.75,2,10.0
31.94,77.71,76.29,11.68,22.51,1,10.0
23.2,85.92,28.19,9.85,12.11,2,13.51
37.3,87.55,3.45,8.42,22.9,0,28.2
22.68,68.86,14.33,41.38,8.32,0,10.0
27.46,57.86,31.38,12.74,20.45,2,29.37
21.54,79.38,75.82,21.65,23.86,1,10.0
37.94,52.55,11.3,22.95,19.17,2,30.55
29.04,68.2,61.08,28.96,15.46,2,11.69
30.72,57.93,8.69,7.87,8.76,0,10.0
21.21,72.83,78.5,14.07,23.64,1,11.63
33.5,52.02,30.53,42.26,16.0,1,10.0
23.78,49.58,62.02,41.34,8.49,1,10.0
36.16,85.91,27.41,36.25,19.73,1,10.0
23.69,45.09,50.21,5.78,16.19,0,10.0
23.43,65.3,15.36,18.08,10.11,1,10.94
20.66,51.04,11.68,30.12,11.64,1,10.0
28.5,41.95,75.05,16.01,9.1,0,10.0
30.17,41.8,73.41,41.38,17.76,2,10.0
21.18,48.76,71.0,30.36,18.57,1,10.0
33.96,83.34,50.03,7.88,16.6,2,15.05
28.16,54.12,64.66,41.36,21.89,1,10.0
29.44,87.52,5.52,43.31,22.64,0,10.0
27.93,69.08,26.78,8.11,18.47,1,23.68
27.21,61.83,25.1,26.29,8.22,0,10.0
30.07,69.0,50.85,17.13,19.82,2,10.0
22.79,65.83,28.48,20.71,15.11,0,10.42
23.27,77.94,11.88,12.19,17.61,1,29.1
35.51,54.12,47.72,28.12,19.03,1,10.49
37.03,57.65,65.15,43.32,13.95,1,10.0
26.72,84.7,30.57,25.12,23.59,0,15.68
24.87,87.32,10.58,8.32,10.28,1,13.86
31.59,84.63,15.74,29.8,19.42,1,17.37
27.36,60.97,19.0,18.61,8.07,0,10.0
20.46,79.02,23.99,39.24,23.72,2,12.89
22.81,63.82,51.42,22.39,9.91,1,10.0
32.89,64.88,48.08,12.71,9.61,1,10.0
31.86,50.23,55.69,12.64,13.66,1,11.83
20.49,69.56,29.0,35.75,14.35,0,10.0
24.0,49.31,65.92,15.62,11.64,2,10.0
24.16,56.58,16.33,35.69,17.95,1,18.29
32.09,82.75,37.52,13.24,15.53,0,10.0
20.35,50.35,64.08,17.87,8.58,1,10.0
21.87,43.56,14.41,23.62,13.43,1,10.0
34.4,43.45,8.79,42.73,21.78,1,12.75
23.21,87.04,70.69,42.27,19.72,1,10.0
31.75,65.35,27.43,13.27,20.32,0,13.35
24.29,60.47,54.71,19.33,19.87,0,10.0
21.79,80.54,2.03,10.98,13.29,2,18.45
24.38,81.79,55.2,25.4,9.69,0,10.0
33.0,56.61,25.29,23.42,12.63,2,11.41
35.4,74.68,4.46,41.03,22.14,0,10.0
34.94,78.56,48.79,42.2,24.67,2,16.07
27.15,72.73,19.26,20.34,16.4,1,10.91
32.03,47.58,30.94,24.67,8.16,1,10.0
23.69,83.79,6.45,40.85,10.38,0,10.0
25.28,66.95,11.77,37.27,13.48,0,10.0
36.13,54.12,23.84,5.15,17.84,0,19.35
20.23,61.26,7.18,17.8,9.28,0,10.0
21.54,41.88,72.87,21.87,24.04,1,10.0
23.74,46.39,0.48,14.19,14.21,1,18.05
20.48,78.28,38.71,12.98,23.51,1,10.0
23.27,40.0,9.86,6.51,21.27,1,28.29
30.49,60.83,24.61,30.73,20.84,1,26.94
27.59,66.13,74.08,15.5,18.31,1,10.0
36.07,42.73,12.94,7.09,18.66,1,18.08
34.71,88.65,77.27,14.24,18.85,1,10.0
26.15,51.31,16.46,37.08,18.69,1,10.5
24.67,55.21,59.33,39.06,17.41,2,10.0
26.83,55.2,43.73,24.32,24.77,0,10.0
30.63,51.52,70.76,21.64,20.45,0,10.0
24.83,40.07,44.32,44.11,21.21,1,10.0
31.23,76.47,42.76,13.02,22.83,0,10.0
27.37,88.34,15.64,13.61,11.67,2,20.48
29.94,51.21,13.3,16.67,9.42,2,10.96
27.85,73.15,73.32,11.91,16.21,0,10.0
25.3,77.09,26.23,20.17,16.74,0,10.0
37.07,82.42,29.77,41.43,22.1,1,21.56
33.74,61.13,60.79,29.61,15.54,1,10.0
22.52,55.15,27.11,21.48,17.7,0,10.0
35.63,56.26,76.16,42.38,16.96,1,10.0
28.77,75.63,59.03,6.94,8.65,1,10.0
36.1,80.84,47.79,13.41,18.46,1,15.62
34.4,49.08,70.47,27.64,22.08,0,10.0
27.65,58.55,3.97,29.62,10.68,1,15.28
20.4,85.1,20.57,6.58,18.1,0,17.91
24.84,80.33,37.2,21.12,18.09,2,11.7
29.75,89.24,18.16,30.97,10.79,1,10.0
31.4,77.71,59.51,32.92,10.1,1,10.0
24.64,59.66,73.54,30.53,24.66,2,10.0
22.51,69.53,33.9,17.82,14.69,2,10.0
35.03,73.05,27.37,8.74,11.87,1,17.15
37.72,43.92,76.92,22.08,10.91,0,10.0
29.46,67.22,35.59,10.15,19.35,1,16.52
23.09,75.47,39.12,42.9,18.36,1,10.0
24.9,48.37,28.13,24.01,18.94,0,10.0
20.33,79.03,72.76,17.69,9.5,2,10.0
36.46,69.19,45.52,35.65,23.19,0,10.0
22.12,87.61,60.97,24.92,14.62,0,10.0
30.38,42.12,64.94,17.4,13.33,0,10.0
24.93,53.27,27.35,37.48,15.86,1,10.0
29.98,70.08,34.7,39.69,14.63,1,10.0
31.73,54.83,67.88,31.92,22.68,1,10.0
34.94,75.72,29.06,6.88,23.8,1,22.84
23.72,77.95,63.51,27.65,13.16,1,10.0
20.2,45.13,75.28,35.53,22.69,1,10.0
22.46,65.69,49.86,10.46,21.29,0,10.0
36.2,65.44,59.33,14.15,23.82,2,11.6
35.73,58.46,64.41,40.3,12.18,0,10.0
30.75,86.65,67.6,5.8,17.81,2,12.36
30.81,81.38,31.6,35.11,12.67,0,10.0
31.97,74.86,4.1,23.95,22.01,1,24.79
23.16,75.72,32.15,22.87,8.09,0,10.0
36.46,63.09,53.9,5.28,17.6,0,16.55
27.54,86.05,36.03,37.78,13.77,2,10.0
26.9,74.73,59.92,19.39,13.49,2,10.0
29.34,76.45,28.56,26.63,18.96,1,18.09
20.85,83.08,50.78,32.09,22.48,1,10.0
22.99,53.7,14.91,33.11,18.36,1,10.03
33.28,80.35,59.95,43.24,22.5,2,10.0
21.49,49.76,43.66,26.25,12.5,1,10.0
30.86,57.27,16.33,20.99,16.83,1,14.55
24.42,56.78,23.35,43.15,15.66,1,10.0
27.01,88.93,59.89,30.68,8.2,1,10.0
25.2,82.83,38.61,16.93,17.47,2,19.78
26.4,75.06,17.28,10.06,19.25,0,18.19
32.94,76.35,77.38,38.7,18.06,0,10.0
25.35,68.1,57.21,19.49,20.52,1,10.0
30.2,87.35,76.57,31.42,17.71,1,10.0
28.57,64.81,34.17,23.83,9.13,0,10.0
31.95,59.03,38.01,12.96,9.98,1,10.0
36.86,48.15,71.84,29.07,18.14,2,10.0
33.19,79.31,42.0,7.43,12.67,0,10.0
23.87,76.72,56.58,21.53,9.35,1,10.0
20.56,59.22,20.17,26.86,15.3,1,10.0
24.72,41.26,35.74,22.44,17.42,1,10.0
30.71,81.95,9.88,34.95,13.59,2,19.81
20.93,40.57,16.48,38.12,20.25,1,10.0
28.93,75.18,0.08,35.85,18.94,1,14.84
30.74,88.51,3.14,6.55,13.66,1,29.26
26.02,61.88,78.18,12.77,20.83,1,10.0
33.88,51.75,19.39,26.46,19.03,1,17.3
21.92,75.24,53.06,42.39,18.84,2,10.0
21.35,80.86,67.13,38.4,17.41,1,10.0
33.11,67.32,44.05,38.7,8.19,0,10.0
28.92,88.35,12.25,17.13,19.84,0,15.62
32.39,42.58,58.25,22.18,14.39,0,10.0
27.83,65.24,48.02,23.83,24.02,0,10.0
24.44,75.92,58.5,11.29,21.91,2,11.99
34.74,83.13,61.58,6.24,17.99,1,10.0
34.39,48.96,78.03,42.88,12.29,1,10.0
32.5,80.0,45.89,14.63,11.46,1,10.0
24.9,67.64,27.33,14.6,13.79,2,16.4
30.62,59.83,51.88,8.34,16.1,1,11.83
26.5,46.59,5.48,42.14,13.03,2,13.58
21.65,83.26,71.79,28.19,16.75,1,10.0
36.51,47.86,9.55,31.68,10.81,2,14.66
22.46,55.49,26.23,41.46,24.62,1,10.0
37.1,54.5,65.26,18.82,9.83,0,10.0
28.03,83.57,47.78,29.86,23.84,1,10.0
23.33,73.64,31.49,6.55,23.53,1,24.88
29.75,79.83,37.87,12.47,16.93,0,15.67
35.71,52.52,68.36,38.25,20.32,1,10.0
33.18,71.24,27.2,35.67,15.41,1,10.0
34.52,68.59,69.57,19.03,18.71,0,10.0
31.86,81.64,7.05,20.07,13.79,2,35.1
32.46,85.3,62.14,26.34,13.12,1,10.0
35.29,40.61,67.8,5.01,17.83,2,24.07
24.49,73.7,14.55,14.65,16.47,1,10.32
28.81,42.59,34.43,13.33,17.85,1,10.0
23.98,67.44,13.24,15.02,12.87,1,10.1
37.78,54.38,56.53,37.24,14.24,1,10.0
36.99,55.34,42.83,16.19,9.43,2,10.17
20.71,57.65,50.83,12.66,8.89,0,10.0
32.7,71.06,15.72,25.17,12.31,2,12.25
36.65,56.7,16.94,39.63,9.26,2,15.33
23.25,76.63,3.32,14.65,9.76,1,19.72
30.22,60.23,25.77,8.14,21.82,2,32.72
36.48,43.42,44.78,19.26,8.66,1,10.0
20.61,79.19,68.63,34.91,19.2,2,10.0
32.55,54.29,53.35,27.03,12.63,1,10.0
25.35,61.64,34.83,37.67,22.82,0,10.0
36.64,74.27,76.25,43.38,16.24,2,10.0
37.48,56.62,57.54,36.71,13.19,1,10.0
37.0,42.83,74.41,29.15,16.8,1,10.0
28.54,58.7,42.21,24.73,14.49,1,10.48
35.52,87.22,20.71,6.6,17.59,0,29.83
35.2,72.09,4.23,44.37,9.95,1,10.0
25.74,73.57,58.09,20.34,24.95,2,19.36
34.92,71.61,9.7,11.09,15.23,0,18.56
20.67,49.95,24.22,31.67,13.92,0,10.0
30.73,60.92,42.6,16.37,20.07,0,12.62
24.14,77.55,45.15,28.43,14.19,1,10.0
22.17,45.07,48.05,28.47,22.17,1,10.0
21.39,53.89,13.3,22.83,15.72,1,10.29
32.53,53.82,30.38,38.44,20.23,2,19.08
26.12,61.6,49.38,15.6,9.83,1,10.0
33.05,89.02,77.59,22.95,22.38,0,10.0
21.18,43.38,58.21,26.51,20.51,2,10.0
25.68,65.94,73.81,31.54,11.6,1,10.0
29.71,48.97,60.98,36.36,10.47,1,10.0
34.23,88.53,47.34,20.79,13.38,1,10.0
25.74,45.67,15.36,30.84,24.59,2,18.56
31.27,60.18,53.33,11.02,12.37,1,10.0
35.95,76.89,49.87,42.31,15.75,1,10.0
31.09,75.23,48.2,20.32,8.51,1,10.0
24.19,61.14,39.18,34.18,14.75,0,10.0
20.44,57.33,42.29,5.81,17.71,1,11.52
35.66,59.88,26.76,13.21,24.2,1,33.73
20.38,53.21,41.55,24.48,16.78,0,10.0
35.74,50.27,15.8,40.13,21.92,0,15.62
29.52,64.15,64.41,26.09,17.3,0,10.0
36.9,53.43,14.86,42.19,8.69,1,10.0
34.38,54.37,6.8,24.35,13.36,2,25.17
37.96,72.84,34.9,24.62,17.78,2,17.27
26.31,88.43,52.66,9.79,24.16,1,10.0
33.81,70.18,35.02,37.11,22.61,1,14.11
27.23,43.85,22.14,14.88,11.88,2,10.0
28.64,43.78,44.65,40.98,11.74,0,10.0
31.3,87.57,27.76,41.43,11.42,1,10.0
35.73,54.86,74.63,42.73,23.68,1,10.0
37.71,44.6,73.81,25.81,22.5,0,10.0
33.83,69.95,40.19,32.08,21.17,2,16.37
27.52,71.18,26.23,36.14,14.68,2,12.91
27.58,72.43,58.97,10.24,16.57,0,10.0
33.28,53.37,2.94,29.04,15.89,0,20.76
24.3,40.76,37.98,6.37,12.31,0,10.0
21.99,88.25,26.91,24.9,16.59,1,18.24
26.38,52.54,73.64,11.19,8.52,1,10.0
25.17,73.8,0.96,12.32,10.24,1,17.37
25.33,75.33,44.23,19.6,23.07,0,10.0
